atc_code;atc_name;ddd;uom;adm_r;note;TRAD
C01AA09;gitoformate;NA;NA;NA;NA;GITOFORMATITO
C01AA52;acetyldigoxin, combinations;NA;NA;NA;NA;ACETILDIGOXINA, COMBINACIONES
C01AB;Scilla glycosides;NA;NA;NA;NA;GLUCÓSIDOS DE SCILLA
C01AB01;proscillaridin;0.75;mg;O;NA;PROSCILARIDINA
C01AB51;proscillaridin, combinations;NA;NA;NA;NA;PROSCILLARIDINA, COMBINACIONES
C01AC;Strophanthus glycosides;NA;NA;NA;NA;GLUCÓSIDOS DE STROPHANTHUS
C01AC01;g-strophanthin;0.25;mg;P;NA;G-ESTROFANTINA
C01AC03;cymarin;2.5;mg;O;NA;CIENTÍA
C01AX;Other cardiac glycosides;NA;NA;NA;NA;OTROS GLUCÓSIDOS CARDÍACOS
C01AX02;peruvoside;NA;NA;NA;NA;PERUVÓSIDO
C01B;ANTIARRHYTHMICS, CLASS I AND III;NA;NA;NA;NA;ANTIARRÍTMICOS, CLASE I Y III
C01BA;Antiarrhythmics, class Ia;NA;NA;NA;NA;ANTIARRÍTMICOS, CLASE IA
C01BA01;quinidine;1.2;g;O;NA;QUINIDINA
C01BA02;procainamide;3;g;O;NA;PROCAINAMIDA
C01BA02;procainamide;3;g;P;NA;PROCAINAMIDA
C01BA03;disopyramide;0.4;g;O;NA;DISOPIRAMIDA
C01BA03;disopyramide;0.4;g;P;NA;DISOPIRAMIDA
C01BA04;sparteine;0.2;g;P;NA;ESPARTEÍNA
C01BA05;ajmaline;0.3;g;O;NA;AJMALINA
C01BA08;prajmaline;30;mg;O;NA;PRAJMALINA
C01BA12;lorajmine;0.3;g;O;NA;LORAJMINE
C01BA13;hydroquinidine;NA;NA;NA;NA;HIDROQUINIDINA
C01BA51;quinidine, combinations excl. psycholeptics;NA;NA;NA;NA;QUINIDINA, COMBINACIONES EXC. PSICOLÉPTICOS
C01BA71;quinidine, combinations with psycholeptics;NA;NA;NA;NA;QUINIDINA, COMBINACIONES CON PSICOLÉPTICOS
C01BB;Antiarrhythmics, class Ib;NA;NA;NA;NA;ANTIARRÍTMICOS, CLASE IB
C01BB01;lidocaine;3;g;P;NA;LIDOCAÍNA
C01BB02;mexiletine;0.8;g;O;NA;MEXILETINA
C01BB02;mexiletine;0.8;g;P;NA;MEXILETINA
C01BB03;tocainide;1.2;g;O;NA;TOCAINIDA
C01BB03;tocainide;1.2;g;P;NA;TOCAINIDA
C01BB04;aprindine;0.1;g;O;NA;APRINDINE
C01BB04;aprindine;0.1;g;P;NA;APRINDINE
C01BC;Antiarrhythmics, class Ic;NA;NA;NA;NA;ANTIARRÍTMICOS DE CLASE IC
C01BC03;propafenone;0.3;g;O;NA;PROPAFENONA
C01BC03;propafenone;0.3;g;P;NA;PROPAFENONA
C01BC04;flecainide;0.2;g;O;NA;FLECAINIDA
C01BC04;flecainide;0.2;g;P;NA;FLECAINIDA
C01BC07;lorcainide;0.2;g;P;NA;LORCAINIDA
C01BC08;encainide;0.1;g;O;NA;ENCAINIDA
C01BC09;ethacizine;NA;NA;NA;NA;ETACIZINA
C01BD;Antiarrhythmics, class III;NA;NA;NA;NA;ANTIARRÍTMICOS, CLASE III
C01BD01;amiodarone;0.2;g;O;NA;AMIODARONA
C01BD01;amiodarone;0.2;g;P;NA;AMIODARONA
C01BD02;bretylium tosilate;NA;NA;NA;NA;TOSILATO DE BRETILIO
C01BD03;bunaftine;NA;NA;NA;NA;BUNAFTINE
C01BD04;dofetilide;NA;NA;NA;NA;DOFETILIDA
C01BD05;ibutilide;1;mg;P;NA;IBUTILIDA
C01BD06;tedisamil;NA;NA;NA;NA;TEDISAMIL
C01BD07;dronedarone;0.8;g;O;NA;DRONEDARONE
C01BG;Other antiarrhythmics, class I and III;NA;NA;NA;NA;OTROS ANTIARRÍTMICOS, CLASE I Y III
C01BG01;moracizine;0.75;g;O;NA;MORACIZINA
C01BG07;cibenzoline;NA;NA;NA;NA;CIBENZOLINA
C01BG11;vernakalant;0.2;g;P;NA;VERNAKALANT
C01C;CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES;NA;NA;NA;NA;ESTIMULANTES CARDÍACOS, EXC. GLUCÓSIDOS CARDÍACOS
C01CA;Adrenergic and dopaminergic agents;NA;NA;NA;NA;AGENTES ADRENÉRGICOS Y DOPAMINÉRGICOS
C01CA01;etilefrine;50;mg;O;NA;ETILEFRINE
C01CA01;etilefrine;50;mg;P;NA;ETILEFRINE
C01CA02;isoprenaline;90;mg;O;NA;ISOPRENALINA
C01CA02;isoprenaline;90;mg;P;NA;ISOPRENALINA
C01CA03;norepinephrine;6;mg;P;NA;NOREPINEFRINA
C01CA04;dopamine;0.5;g;P;NA;DOPAMINA
C01CA05;norfenefrine;25;mg;O;NA;NORFENEFRINA
C01CA06;phenylephrine;4;mg;P;NA;FENILEFRINA
C01CA07;dobutamine;0.5;g;P;NA;DOBUTAMINA
C01CA08;oxedrine;0.2;g;O;NA;OXEDRINA
C01CA08;oxedrine;0.2;g;P;NA;OXEDRINA
C01CA09;metaraminol;50;mg;P;NA;METARAMINOL
C01CA10;methoxamine;30;mg;P;NA;METOXAMINA
C01CA11;mephentermine;30;mg;P;NA;MEFENTERMINA
C01CA12;dimetofrine;NA;NA;NA;NA;DIMETOFRINA
C01CA13;prenalterol;10;mg;P;NA;PRENALTEROL
C01CA14;dopexamine;0.5;g;P;NA;DOPEXAMINE
C01CA15;gepefrine;30;mg;O;NA;GEPEFRINE
C01CA16;ibopamine;0.3;g;O;NA;IBOPAMINA
C01CA17;midodrine;30;mg;O;NA;MIDODRINA
C01CA18;octopamine;NA;NA;NA;NA;OCTOPAMINA
C01CA19;fenoldopam;NA;NA;NA;NA;FENOLDOPAM
C01CA21;cafedrine;NA;NA;NA;NA;CAFETERÍA
C01CA22;arbutamine;NA;NA;NA;NA;ARBUTAMINA
C01CA23;theodrenaline;NA;NA;NA;NA;TEODRENALINA
C01CA24;epinephrine;0.5;mg;P;NA;EPINEFRINA
C01CA25;amezinium metilsulfate;30;mg;O;NA;METILSULFATO DE AMEZINIO
C01CA26;ephedrine;50;mg;P;NA;EFEDRINA
C01CA27;droxidopa;1;g;O;NA;DROXIDOPA
C01CA28;centhaquine;NA;NA;NA;NA;CENTHAQUINE
C01CA30;combinations;NA;NA;NA;NA;COMBINACIONES
C01CA51;etilefrine, combinations;NA;NA;NA;NA;ETILEFRINE, COMBINACIONES
C01CE;Phosphodiesterase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA FOSFODIESTERASA
C01CE01;amrinone;0.5;g;P;NA;AMRINONA
C01CE02;milrinone;50;mg;P;NA;MILRINONA
C01CE03;enoximone;1;g;P;NA;ENOXIMONA
C01CE04;bucladesine;NA;NA;NA;NA;BUCLADESINA
C01CX;Other cardiac stimulants;NA;NA;NA;NA;OTROS ESTIMULANTES CARDÍACOS
C01CX06;angiotensinamide;5;mg;P;NA;ANGIOTENSINAMIDA
C01CX07;xamoterol;0.4;g;O;NA;XAMOTEROL
C01CX08;levosimendan;11;mg;P;NA;LEVOSIMENDAN
C01CX09;angiotensin II;NA;NA;NA;NA;ANGIOTENSINA II
C01CX10;omecamtiv mecarbil;NA;NA;NA;NA;OMECAMTIV MECARBIL
C01D;VASODILATORS USED IN CARDIAC DISEASES;NA;NA;NA;NA;VASODILATADORES UTILIZADOS EN ENFERMEDADES CARDÍACAS
C01DA;Organic nitrates;NA;NA;NA;NA;NITRATOS ORGÁNICOS
C01DA02;glyceryl trinitrate;5;mg;O;NA;TRINITRATO DE GLICERILO
C01DA02;glyceryl trinitrate;2.5;mg;oral aerosol;NA;TRINITRATO DE GLICERILO
C01DA02;glyceryl trinitrate;2.5;mg;SL;NA;TRINITRATO DE GLICERILO
C01DA02;glyceryl trinitrate;5;mg;TD;NA;TRINITRATO DE GLICERILO
C01DA04;methylpropylpropanediol dinitrate;NA;NA;NA;NA;DINITRATO DE METILPROPILPROPANODIOL
C01DA05;pentaerithrityl tetranitrate;0.12;g;O;NA;TETRANITRATO DE PENTAERITRITILO
C01DA07;propatylnitrate;30;mg;O;NA;NITRATO DE PROPATILO
C01DA08;isosorbide dinitrate;60;mg;O;NA;DINITRATO DE ISOSORBIDA
C01DA08;isosorbide dinitrate;20;mg;oral aerosol;NA;DINITRATO DE ISOSORBIDA
C01DA08;isosorbide dinitrate;20;mg;SL;NA;DINITRATO DE ISOSORBIDA
C01DA08;isosorbide dinitrate;0.1;g;TD;NA;DINITRATO DE ISOSORBIDA
C01DA09;trolnitrate;20;mg;O;NA;TROLNITRATO
C01DA13;eritrityl tetranitrate;90;mg;O;NA;TETRANITRATO DE ERITRITILO
C01DA14;isosorbide mononitrate;40;mg;O;NA;MONONITRATO DE ISOSORBIDA
C01DA20;organic nitrates in combination;NA;NA;NA;NA;NITRATOS ORGÁNICOS EN COMBINACIÓN
C01DA38;tenitramine;NA;NA;NA;NA;TENITRAMINA
C01DA52;glyceryl trinitrate, combinations;NA;NA;NA;NA;TRINITRATO DE GLICERILO, COMBINACIONES
C01DA54;methylpropylpropanediol dinitrate, combinations;NA;NA;NA;NA;DINITRATO DE METILPROPILPROPANODIOL, COMBINACIONES
C01DA55;pentaerithrityl tetranitrate, combinations;NA;NA;NA;NA;TETRANITRATO DE PENTAERITRITILO, COMBINACIONES
C01DA57;propatylnitrate, combinations;NA;NA;NA;NA;PROPATATILONITRATO, COMBINACIONES
C01DA58;isosorbide dinitrate, combinations;NA;NA;NA;NA;DINITRATO DE ISOSORBIDA, COMBINACIONES
C01DA59;trolnitrate, combinations;NA;NA;NA;NA;TROLNITRATO, COMBINACIONES
C01DA63;eritrityl tetranitrate, combinations;NA;NA;NA;NA;TETRANITRATO DE ERITRITILO, COMBINACIONES
C01DA70;organic nitrates in combination with psycholeptics;NA;NA;NA;NA;NITRATOS ORGÁNICOS EN COMBINACIÓN CON PSICOLÉPTICOS
C01DB;Quinolone vasodilators;NA;NA;NA;NA;VASODILATADORES DE QUINOLONAS
C01DB01;flosequinan;NA;NA;NA;NA;FLOSEQUINAN
C01DX;Other vasodilators used in cardiac diseases;NA;NA;NA;NA;OTROS VASODILATADORES UTILIZADOS EN ENFERMEDADES CARDÍACAS
C01DX01;itramin tosilate;NA;NA;NA;NA;ITRAMIN TOSILATE
C01DX02;prenylamine;0.12;g;O;NA;PRENILAMINA
C01DX03;oxyfedrine;40;mg;O;NA;OXIFEDRINA
C01DX03;oxyfedrine;40;mg;P;NA;OXIFEDRINA
C01DX04;benziodarone;0.25;g;O;NA;BENZIODARONA
C01DX05;carbocromen;NA;NA;NA;NA;CARBOCROMEN
C01DX06;hexobendine;NA;NA;NA;NA;HEXOBENDINA
C01DX07;etafenone;0.225;g;O;NA;ETAFENONA
C01DX08;heptaminol;0.45;g;O;NA;HEPTAMINOL
C01DX08;heptaminol;0.45;g;P;NA;HEPTAMINOL
C01DX09;imolamine;90;mg;O;NA;IMOLAMINA
C01DX10;dilazep;0.1;g;O;NA;DILAZEP
C01DX11;trapidil;NA;NA;NA;NA;TRAPIDIL
C01DX12;molsidomine;NA;NA;NA;NA;MOLSIGOMINA
C01DX13;efloxate;0.2;g;O;NA;EFLOXATO
C01DX14;cinepazet;0.9;g;O;NA;CINEPAZET
C01DX15;cloridarol;NA;NA;NA;NA;CLORIDAROL
C01DX16;nicorandil;40;mg;O;NA;NICORANDIL
C01DX18;linsidomine;NA;NA;NA;NA;LINSIGOMINA
C01DX19;nesiritide;1.5;mg;P;NA;NESIRITIDE
C01DX21;serelaxin;NA;NA;NA;NA;SERELAXIN
C01DX22;vericiguat;10;mg;O;NA;VERICIGUAT
C01DX51;itramin tosilate, combinations;NA;NA;NA;NA;TOSILADO DE ITRAMINA, COMBINACIONES
C01DX52;prenylamine, combinations;NA;NA;NA;NA;PRENILAMINA, COMBINACIONES
C01DX53;oxyfedrine, combinations;NA;NA;NA;NA;OXIFEDRINA, COMBINACIONES
C01DX54;benziodarone, combinations;NA;NA;NA;NA;BENZIODARONA, COMBINACIONES
C01E;OTHER CARDIAC PREPARATIONS;NA;NA;NA;NA;OTRAS PREPARACIONES CARDÍACAS
C01EA;Prostaglandins;NA;NA;NA;NA;PROSTAGLANDINAS
C01EA01;alprostadil;0.5;mg;P;NA;ALPROSTADIL
C01EB;Other cardiac preparations;NA;NA;NA;NA;OTRAS PREPARACIONES CARDÍACAS
C01EB02;camphora;0.15;g;O;NA;CAMPHORA
C01EB03;indometacin;NA;NA;NA;NA;INDOMETACINA
C01EB04;crataegus glycosides;NA;NA;NA;NA;GLUCÓSIDOS DE CRATAEGUS
C01EB05;creatinolfosfate;NA;NA;NA;NA;DE CREATINOLFOSFATO
C01EB06;fosfocreatine;NA;NA;NA;NA;FOSFOCREATINA
C01EB07;fructose 1,6-diphosphate;NA;NA;NA;NA;FRUCTOSA 1,6-DIFOSFATO
C01EB09;ubidecarenone;NA;NA;NA;NA;UBIDECARENONA
C01EB10;adenosine;15;mg;P;NA;ADENOSINA
C01EB11;tiracizine;NA;NA;NA;NA;TIRACIZINA
C01EB13;acadesine;NA;NA;NA;NA;ACADESINA
C01EB15;trimetazidine;40;mg;O;NA;TRIMETAZIDINA
C01EB16;ibuprofen;30;mg;P;NA;IBUPROFENO
C01EB17;ivabradine;10;mg;O;NA;IVABRADINA
C01EB18;ranolazine;1.5;g;O;NA;RANOLAZINA
C01EB21;regadenoson;0.4;mg;P;NA;REGADENOSON
C01EB22;meldonium;NA;NA;NA;NA;MELDONIO
C01EB23;tiazotic acid;NA;NA;NA;NA;ÁCIDO TIAZÓTICO
C01EB24;mavacamten;NA;NA;NA;NA;MAVACAMTEN
C01EX;Other cardiac combination products;NA;NA;NA;NA;OTROS PRODUCTOS DE COMBINACIÓN CARDÍACA
C02;ANTIHYPERTENSIVES;NA;NA;NA;NA;ANTIHIPERTENSIVOS
C02A;ANTIADRENERGIC AGENTS, CENTRALLY ACTING;NA;NA;NA;NA;AGENTES ANTIADRENÉRGICOS DE ACCIÓN CENTRAL
C02AA;Rauwolfia alkaloids;NA;NA;NA;NA;ALCALOIDES DE RAUWOLFIA
C02AA01;rescinnamine;NA;NA;NA;NA;RESCINAMINA
C02AA02;reserpine;0.5;mg;O;NA;RESERPINA
C02AA02;reserpine;0.5;mg;P;NA;RESERPINA
C02AA03;combinations of rauwolfia alkaloids;NA;NA;NA;NA;COMBINACIONES DE ALCALOIDES DE RAUWOLFIA
C02AA04;rauwolfia alkaloids, whole root;NA;NA;NA;NA;ALCALOIDES DE RAUWOLFIA, RAÍZ ENTERA
C02AA05;deserpidine;NA;NA;NA;NA;DESERPIDINA
C02AA06;methoserpidine;NA;NA;NA;NA;METOSERPIDINA
C02AA07;bietaserpine;15;mg;O;NA;BIETASERPINA
C02AA52;reserpine, combinations;NA;NA;NA;NA;RESERPINA, COMBINACIONES
C02AA53;combinations of rauwolfia alkoloids, combinations;NA;NA;NA;NA;COMBINACIONES DE ALCOLOIDES RAUWOLFIA, COMBINACIONES
C02AA57;bietaserpine, combinations;NA;NA;NA;NA;BIETASERPINA, COMBINACIONES
C02AB;Methyldopa;NA;NA;NA;NA;METILDOPA
C02AB01;methyldopa (levorotatory);1;g;O;NA;METILDOPA (LEVÓGIRO)
C02AB01;methyldopa (levorotatory);1;g;P;NA;METILDOPA (LEVÓGIRO)
C02AB02;methyldopa (racemic);2;g;O;NA;METILDOPA (RACÉMICO)
C02AC;Imidazoline receptor agonists;NA;NA;NA;NA;AGONISTAS DEL RECEPTOR DE IMIDAZOLINA
C02AC01;clonidine;0.45;mg;O;NA;CLONIDINA
C02AC01;clonidine;0.45;mg;P;NA;CLONIDINA
C02AC02;guanfacine;3;mg;O;NA;GUANFACINA
C02AC04;tolonidine;0.75;mg;O;NA;TOLONIDINA
C02AC05;moxonidine;0.3;mg;O;NA;MOXONIDINA
C02AC06;rilmenidine;NA;NA;NA;NA;RILMENIDINA
C02B;ANTIADRENERGIC AGENTS, GANGLION-BLOCKING;NA;NA;NA;NA;AGENTES ANTIADRENÉRGICOS BLOQUEADORES DE GANGLIOS
C02BA;Sulfonium derivatives;NA;NA;NA;NA;DERIVADOS DEL SULFONIO
C02BA01;trimetaphan;0.25;g;P;NA;TRIMETAPÁN
C02BB;Secondary and tertiary amines;NA;NA;NA;NA;AMINAS SECUNDARIAS Y TERCIARIAS
C02BB01;mecamylamine;NA;NA;NA;NA;MECAMILAMINA
C02BC;Bisquaternary ammonium compounds;NA;NA;NA;NA;COMPUESTOS DE AMONIO BISQUATERNARIOS
C02C;ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING;NA;NA;NA;NA;AGENTES ANTIADRENÉRGICOS DE ACCIÓN PERIFÉRICA
C02CA;Alpha-adrenoreceptor antagonists;NA;NA;NA;NA;ANTAGONISTAS DE LOS RECEPTORES ALFA-ADRENÉRGICOS
C02CA01;prazosin;5;mg;O;NA;PRAZOSINA
C02CA02;indoramin;NA;NA;NA;NA;INDORAMIN
C02CA03;trimazosin;0.3;g;O;NA;TRIMAZOSINA
C02CA04;doxazosin;4;mg;O;NA;DOXAZOSINA
C02CA06;urapidil;0.12;g;O;NA;URAPIDIL
C02CA06;urapidil;50;mg;P;NA;URAPIDIL
C02CC;Guanidine derivatives;NA;NA;NA;NA;DERIVADOS DE LA GUANIDINA
C02CC01;betanidine;0.1;g;O;NA;BETANIDINA
C02CC02;guanethidine;30;mg;O;NA;GUANETIDINA
C02CC03;guanoxan;20;mg;O;NA;GUANOXAN
C02CC04;debrisoquine;20;mg;O;NA;DEBRISOQUINA
C02CC05;guanoclor;NA;NA;NA;NA;GUANOCLOR
C02CC06;guanazodine;NA;NA;NA;NA;GUANAZODINA
C02CC07;guanoxabenz;25;mg;O;NA;GUANOXABENZ
C02D;ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON;NA;NA;NA;NA;MÚSCULO LISO ARTERIOLAR, AGENTES QUE ACTÚAN SOBRE LA
C02DA;Thiazide derivatives;NA;NA;NA;NA;DERIVADOS TIAZÍDICOS
C02DA01;diazoxide;0.3;g;P;NA;DIAZÓXIDO
C02DB;Hydrazinophthalazine derivatives;NA;NA;NA;NA;DERIVADOS DE LA HIDRACINOFTALAZINA
C02DB01;dihydralazine;75;mg;O;NA;DIHIDRALAZINA
C02DB01;dihydralazine;25;mg;P;NA;DIHIDRALAZINA
C02DB02;hydralazine;0.1;g;O;NA;HIDRALAZINA
C02DB03;endralazine;10;mg;O;NA;ENDRALAZINA
C02DB04;cadralazine;15;mg;O;NA;CADRALAZINA
C02DC;Pyrimidine derivatives;NA;NA;NA;NA;DERIVADOS DE LA PIRIMIDINA
C02DC01;minoxidil;20;mg;O;NA;MINOXIDIL
C02DD;Nitroferricyanide derivatives;NA;NA;NA;NA;DERIVADOS DEL NITROFERRICIANURO
C02DD01;nitroprusside;50;mg;P;NA;NITROPRUSIATO
C02DG;Guanidine derivatives;NA;NA;NA;NA;DERIVADOS DE LA GUANIDINA
C02DG01;pinacidil;50;mg;O;NA;PINACIDIL
C02K;OTHER ANTIHYPERTENSIVES;NA;NA;NA;NA;OTROS ANTIHIPERTENSIVOS
C02KA;Alkaloids, excl. rauwolfia;NA;NA;NA;NA;ALCALOIDES, EXC. RAUWOLFIA
C02KA01;veratrum;NA;NA;NA;NA;VERATRUM
C02KB;Tyrosine hydroxylase inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA TIROSINA HIDROXILASA
C02KB01;metirosine;NA;NA;NA;NA;METIROSINA
C02KC;MAO inhibitors;NA;NA;NA;NA;INHIBIDORES DE LA MAO
C02KC01;pargyline;NA;NA;NA;NA;PARGYLINE
C02KD;Serotonin antagonists;NA;NA;NA;NA;ANTAGONISTAS DE LA SEROTONINA
C02KD01;ketanserin;40;mg;O;NA;KETANSERINA
C02KD01;ketanserin;40;mg;P;NA;KETANSERINA
C02KN;Other antihypertensives;NA;NA;NA;NA;OTROS ANTIHIPERTENSIVOS
C02KN01;aprocitentan;NA;NA;NA;NA;APROCITENTAN
C02KX;Antihypertensives for pulmonary arterial hypertension;NA;NA;NA;NA;ANTIHIPERTENSIVOS PARA LA HIPERTENSIÓN ARTERIAL PULMONAR
C02KX01;bosentan;0.25;g;O;NA;BOSENTAN
C02KX02;ambrisentan;7.5;mg;O;NA;AMBRISENTÁN
C02KX03;sitaxentan;0.1;g;O;NA;SITAXENTAN
C02KX04;macitentan;10;mg;O;NA;MACITENTAN
C02KX05;riociguat;4.5;mg;O;NA;RIOCIGUAT
C02KX52;ambrisentan and tadalafil;NA;NA;NA;NA;AMBRISENTÁN Y TADALAFILO
C02KX54;macitentan and tadalafil;NA;NA;NA;NA;MACITENTAN Y TADALAFIL
C02L;ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION;NA;NA;NA;NA;COMBINACIÓN DE ANTIHIPERTENSIVOS Y DIURÉTICOS
C02LA;Rauwolfia alkaloids and diuretics in combination;NA;NA;NA;NA;COMBINACIÓN DE ALCALOIDES Y DIURÉTICOS DE RAUWOLFIA
C02LA01;reserpine and diuretics;NA;NA;NA;NA;RESERPINA Y DIURÉTICOS
C02LA02;rescinnamine and diuretics;NA;NA;NA;NA;RESCINAMINA Y DIURÉTICOS
C02LA03;deserpidine and diuretics;NA;NA;NA;NA;DESERPIDINA Y DIURÉTICOS
C02LA04;methoserpidine and diuretics;NA;NA;NA;NA;METOSERPIDINA Y DIURÉTICOS
C02LA07;bietaserpine and diuretics;NA;NA;NA;NA;BIETASERPINA Y DIURÉTICOS
C02LA08;rauwolfia alkaloids, whole root and diuretics;NA;NA;NA;NA;RAUWOLFIA ALCALOIDES, RAÍZ ENTERA Y DIURÉTICOS
C02LA09;syrosingopine and diuretics;NA;NA;NA;NA;SIROSINGOPINA Y DIURÉTICOS
C02LA50;combination of rauwolfia alkaloids and diuretics incl. other combinations;NA;NA;NA;NA;COMBINACIÓN DE ALCALOIDES Y DIURÉTICOS DE RAUWOLFIA INCL. OTRAS COMBINACIONES
C02LA51;reserpine and diuretics, combinations with other drugs;NA;NA;NA;NA;RESERPINA Y DIURÉTICOS, COMBINACIONES CON OTROS FÁRMACOS
C02LA52;rescinnamine and diuretics, combinations with other drugs;NA;NA;NA;NA;RESCINAMINA Y DIURÉTICOS, COMBINACIONES CON OTROS FÁRMACOS
C02LA71;reserpine and diuretics, combinations with psycholeptics;NA;NA;NA;NA;RESERPINA Y DIURÉTICOS, COMBINACIONES CON PSICOLÉPTICOS
C02LB;Methyldopa and diuretics in combination;NA;NA;NA;NA;METILDOPA Y DIURÉTICOS EN COMBINACIÓN
C02LB01;methyldopa (levorotatory) and diuretics;NA;NA;NA;NA;METILDOPA (LEVÓGIRO) Y DIURÉTICOS
C02LC;Imidazoline receptor agonists in combination with diuretics;NA;NA;NA;NA;AGONISTAS DEL RECEPTOR DE IMIDAZOLINA EN COMBINACIÓN CON DIURÉTICOS
C02LC01;clonidine and diuretics;NA;NA;NA;NA;CLONIDINA Y DIURÉTICOS
C02LC05;moxonidine and diuretics;NA;NA;NA;NA;MOXONIDINA Y DIURÉTICOS
C02LC51;clonidine and diuretics, combinations with other drugs;NA;NA;NA;NA;CLONIDINA Y DIURÉTICOS, COMBINACIONES CON OTROS FÁRMACOS
C02LE;Alpha-adrenoreceptor antagonists and diuretics;NA;NA;NA;NA;ANTAGONISTAS DE LOS RECEPTORES ALFA-ADRENÉRGICOS Y DIURÉTICOS
C02LE01;prazosin and diuretics;NA;NA;NA;NA;PRAZOSINA Y DIURÉTICOS
C02LF;Guanidine derivatives and diuretics;NA;NA;NA;NA;DERIVADOS Y DIURÉTICOS DE LA GUANIDINA
C02LF01;guanethidine and diuretics;NA;NA;NA;NA;GUANETIDINA Y DIURÉTICOS
C02LG;Hydrazinophthalazine derivatives and diuretics;NA;NA;NA;NA;DERIVADOS DE LA HIDRACINOFTALAZINA Y DIURÉTICOS
C02LG01;dihydralazine and diuretics;NA;NA;NA;NA;DIHIDRALAZINA Y DIURÉTICOS
C02LG02;hydralazine and diuretics;NA;NA;NA;NA;HIDRALAZINA Y DIURÉTICOS
C02LG03;picodralazine and diuretics;NA;NA;NA;NA;PICODRALAZINA Y DIURÉTICOS
C02LG51;dihydralazine and diuretics, combinations with other drugs;NA;NA;NA;NA;DIHIDRALAZINA Y DIURÉTICOS, COMBINACIONES CON OTROS FÁRMACOS
C02LG73;picodralazine and diuretics, combinations with psycholeptics;NA;NA;NA;NA;PICODRALAZINA Y DIURÉTICOS, COMBINACIONES CON PSICOLÉPTICOS
C02LK;Alkaloids, excl. rauwolfia, in combination with diuretics;NA;NA;NA;NA;ALCALOIDES, EXC. RAUWOLFIA, EN COMBINACIÓN CON DIURÉTICOS
C02LK01;veratrum and diuretics;NA;NA;NA;NA;VERATRUM Y DIURÉTICOS
C02LL;MAO inhibitors and diuretics;NA;NA;NA;NA;INHIBIDORES DE LA MAO Y DIURÉTICOS
C02LL01;pargyline and diuretics;NA;NA;NA;NA;PARGIRINA Y DIURÉTICOS
C02LN;Serotonin antagonists and diuretics;NA;NA;NA;NA;ANTAGONISTAS DE LA SEROTONINA Y DIURÉTICOS
C02LX;Other antihypertensives and diuretics;NA;NA;NA;NA;OTROS ANTIHIPERTENSIVOS Y DIURÉTICOS
C02LX01;pinacidil and diuretics;NA;NA;NA;NA;PINACIDIL Y DIURÉTICOS
C02N;COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02;NA;NA;NA;NA;COMBINACIONES DE ANTIHIPERTENSIVOS EN ATC-GR. C02
C03;DIURETICS;NA;NA;NA;NA;DIURÉTICOS
C03A;LOW-CEILING DIURETICS, THIAZIDES;NA;NA;NA;NA;DIURÉTICOS DE TECHO BAJO, TIAZIDAS
C03AA;Thiazides, plain;NA;NA;NA;NA;TIAZIDAS, SIMPLES
C03AA01;bendroflumethiazide;2.5;mg;O;NA;BENDROFLUMETIAZIDA
C03AA02;hydroflumethiazide;25;mg;O;NA;HIDROFLUMETIAZIDA
C03AA03;hydrochlorothiazide;25;mg;O;NA;HIDROCLOROTIAZIDA
C03AA04;chlorothiazide;0.5;g;O;NA;CHLOROTHIAZIDE
C03AA05;polythiazide;1;mg;O;NA;POLITIAZIDA
C03AA06;trichlormethiazide;4;mg;O;NA;TRICLOROMETIAZIDA
C03AA07;cyclopenthiazide;0.5;mg;O;NA;CICLOPENTIAZIDA
C03AA08;methyclothiazide;5;mg;O;NA;METILCLOTIAZIDA
C03AA09;cyclothiazide;5;mg;O;NA;CICLOTIAZIDA
C03AA13;mebutizide;NA;NA;NA;NA;MEBUTIZIDA
C03AB;Thiazides and potassium in combination;NA;NA;NA;NA;TIAZIDAS Y POTASIO EN COMBINACIÓN
C03AB01;bendroflumethiazide and potassium;2.5;mg;O;Refers to bendroflumethiazide;BENDROFLUMETIAZIDA Y POTASIO
C03AB02;hydroflumethiazide and potassium;25;mg;O;Refers to hydroflumethiazide;HIDROFLUMETIAZIDA Y POTASIO
C03AB03;hydrochlorothiazide and potassium;25;mg;O;Refers to hydrochlorothiazide;HIDROCLOROTIAZIDA Y POTASIO
C03AB04;chlorothiazide and potassium;0.5;g;O;Refers to chlorothiazide;CLOROTIAZIDA Y POTASIO
C03AB05;polythiazide and potassium;1;mg;O;Refers to polythiazide;POLITIAZIDA Y POTASIO
C03AB06;trichlormethiazide and potassium;4;mg;O;Refers to trichlormethiazide;TRICLOROMETIAZIDA Y POTASIO
C03AB07;cyclopenthiazide and potassium;0.5;mg;O;Refers to cyclopenthiazide;CICLOPENTIAZIDA Y POTASIO
C03AB08;methyclothiazide and potassium;5;mg;O;Refers to methyclothiazide;METILCLOTIAZIDA Y POTASIO
C03AB09;cyclothiazide and potassium;5;mg;O;Refers to cyclothiazide;CICLOTIAZIDA Y POTASIO
